[271202, 197090, 132595, 143357, 272641, 270773, 47062, 267644, 200317, 60610]
[109409, 66651, 6846, 77654, 261438, 181271, 92081, 1371, 156167, 38723]
[108699, 110643, 160091, 24043, 162972, 50252, 202869, 69783, 239273, 291250]
[1956, 76532, 149455, 154292, 202256, 80102, 29936, 230925, 200516, 283112]
[30598, 304269, 19059, 281287, 89521, 243656, 137150, 103647, 300454, 289033]
[19221, 298223, 35819, 113255, 217355, 92, 13395, 175956, 41, 268784]
[102297, 3337, 232296, 67196, 231264, 149110, 304785, 273446, 279831, 261540]
[176370, 199901, 80239, 155928, 31112, 116274, 124519, 212643, 133864, 81079]
[239959, 68167, 220398, 220396, 151053, 130374, 239516, 220397, 257835, 141035]
[72013, 172838, 45150, 183056, 277291, 6041, 246329, 272021, 293757, 207403]
[251975, 79199, 48920, 142453, 153460, 255044, 260270, 48533, 182700, 11296]
[304858, 194677, 186698, 214043, 295828, 181513, 131988, 37759, 110929, 138387]
[277005, 150692, 63068, 186879, 165891, 42852, 130146, 174183, 129379, 123922]
[83147, 16528, 240559, 157138, 185229, 157135, 64039, 3400, 18886, 113983]
[63196, 99, 233678, 70367, 168496, 305436, 64745, 112343, 204074, 256343]
[165378, 288852, 288853, 173263, 302562, 263850, 70124, 91616, 134686, 211678]
[156, 127907, 143697, 143680, 77984, 44884, 61587, 91299, 147698, 198806]
[199311, 177961, 101883, 187876, 182864, 149527, 308400, 1885, 126063, 26333]
[101751, 19368, 35933, 176101, 14877, 118490, 80956, 52236, 75539, 40455]
[177, 185253, 155769, 176, 130393, 259401, 133189, 49680, 183770, 47802]
[209786, 291686, 185, 209841, 124735, 85554, 211802, 230455, 188042, 233199]
[124745, 143077, 124738, 257363, 261800, 57048, 264177, 147460, 100094, 257355]
[143074, 33519, 33513, 8134, 57048, 257354, 138592, 304836, 257344, 143027]
[297763, 277198, 185049, 279624, 4461, 210233, 132268, 207400, 249666, 289698]
[43445, 86684, 178276, 42512, 257185, 14538, 17097, 43152, 158538, 106217]
[296925, 259135, 241273, 266254, 145158, 70303, 72077, 126770, 256615, 113849]
[158551, 75579, 286877, 49135, 195158, 229285, 282255, 244570, 134700, 2090]
[16807, 87656, 277063, 142679, 20998, 101264, 142695, 117416, 22212, 6045]
[238200, 49323, 116658, 168898, 276917, 168520, 57916, 242779, 231774, 134580]
[158971, 147994, 301965, 145181, 220281, 223229, 69280, 273047, 186008, 148011]
[27739, 206776, 4302, 297946, 190865, 87138, 43324, 49386, 190862, 43491]
[148746, 89776, 216218, 128594, 306621, 217208, 77661, 6061, 153270, 171964]
[10327, 100767, 40612, 63974, 251772, 251763, 203407, 70965, 224930, 278901]
[41776, 305397, 675, 109867, 288949, 297620, 73147, 272371, 167782, 37829]
[302633, 88382, 209151, 40555, 264515, 248686, 2285, 212529, 295706, 68465]
[5050, 221904, 65098, 177025, 16753, 60359, 55925, 162555, 254114, 257644]
[95966, 93324, 98270, 189914, 185416, 98497, 294394, 13385, 105576, 200392]
[42781, 274027, 36307, 3941, 66602, 290372, 9063, 251464, 281095, 193138]
[159606, 66323, 13020, 67601, 304162, 20781, 122671, 64906, 320, 167150]
[299155, 263214, 279949, 206878, 32569, 38624, 302061, 25602, 178290, 216751]
[6142, 102857, 166483, 82851, 229123, 286266, 186188, 76028, 283792, 290768]
[201531, 201548, 95110, 249139, 145975, 159565, 228159, 121077, 39892, 238811]
[385, 255767, 142139, 55276, 182631, 31378, 386, 381, 96094, 180587]
[103028, 397, 396, 162855, 157853, 398, 185871, 239681, 46753, 175539]
[81411, 20880, 111976, 176752, 259116, 280773, 32162, 262422, 177027, 108201]
[25263, 28559, 110450, 236360, 68597, 190674, 75784, 185445, 64357, 40998]
[21572, 94479, 264718, 38656, 260662, 149369, 227959, 296251, 203001, 129962]
[237869, 302812, 63751, 82274, 247038, 240419, 307519, 48590, 140052, 63653]
[12534, 227725, 5766, 69949, 173817, 269772, 245771, 42539, 134620, 300435]
[15170, 248219, 121743, 167566, 60265, 305176, 24318, 292002, 210038, 127301]
[25008, 138817, 269891, 39525, 39522, 73946, 210607, 66928, 100289, 54604]
[471, 282567, 9533, 206931, 9536, 9528, 91354, 215751, 215375, 9530]
[477, 267065, 188074, 242679, 62731, 134684, 113528, 91252, 278398, 308346]
[247361, 279703, 297319, 16585, 119394, 230632, 73037, 181138, 230629, 245215]
[218163, 228787, 243316, 282646, 230632, 108049, 60929, 171239, 15022, 287496]
[140719, 174080, 209228, 129311, 4669, 147819, 169634, 192259, 23203, 248265]
[90192, 305567, 196755, 188946, 102600, 106417, 219797, 276018, 163615, 34369]
[182864, 203207, 290375, 221076, 154755, 194318, 95194, 114815, 106444, 253336]
[173363, 143044, 253886, 34016, 156932, 225506, 148403, 140362, 239788, 160962]
[142223, 174505, 150473, 94865, 224019, 174512, 69451, 26833, 76525, 231854]
[178175, 247966, 36375, 237710, 156539, 8726, 161270, 141609, 121989, 125056]
[237353, 163961, 5777, 60178, 60169, 60173, 39364, 163563, 301422, 158407]
[51780, 247232, 171011, 30607, 42764, 194801, 136935, 215257, 104592, 71317]
[196250, 32014, 146114, 276559, 287748, 37160, 307389, 167771, 122782, 86961]
[208412, 52698, 169215, 119024, 292012, 187561, 138100, 153163, 237448, 77526]
[309849, 286197, 53531, 34559, 139194, 227238, 82958, 244796, 279759, 244178]
[36848, 175177, 268647, 158496, 290457, 298230, 228909, 247797, 120446, 194048]
[224899, 264808, 285990, 304826, 193547, 300687, 182185, 9114, 229550, 242226]
[142687, 143942, 199109, 287127, 288654, 154219, 205395, 235913, 225939, 113959]
[15614, 15608, 23812, 253750, 90885, 297543, 54686, 220092, 48230, 90480]
[138419, 241191, 177509, 79713, 309792, 246581, 155145, 275621, 63772, 205041]
[29597, 225389, 132841, 3150, 146862, 76321, 11675, 279385, 220692, 252861]
[269118, 7954, 308979, 97283, 144491, 182469, 284572, 171627, 24258, 206021]
[57957, 280330, 189591, 98586, 15302, 105553, 55278, 157035, 261155, 298572]
[73651, 208347, 202742, 248568, 58959, 306690, 130166, 192474, 636, 43213]
[272281, 274007, 273049, 243132, 261912, 247252, 261629, 247265, 181853, 5416]
[268784, 156426, 217355, 136095, 156181, 53575, 257685, 100114, 234760, 262883]
[229102, 111562, 295052, 304317, 143069, 111563, 85228, 253199, 188162, 57363]
[289659, 178150, 154710, 145028, 172693, 108021, 210699, 253637, 90790, 186694]
[709, 99253, 44388, 261548, 77183, 237689, 208073, 4573, 22339, 64905]
[248786, 182122, 236383, 247217, 119108, 175734, 216921, 80610, 98267, 202222]
[248640, 105726, 16007, 16011, 36516, 227605, 232325, 8826, 193890, 242568]
[294555, 38824, 270904, 250427, 260456, 180240, 129796, 196434, 129763, 129227]
[57594, 98279, 117097, 282425, 285449, 252819, 135103, 268768, 188352, 307381]
[193931, 2020, 191162, 302244, 193451, 198450, 10277, 225440, 214966, 28668]
[292698, 133568, 197353, 278621, 133964, 154732, 267419, 95696, 127143, 110843]
[57052, 161541, 277533, 269060, 68829, 243822, 275406, 274400, 295962, 291471]
[206731, 52112, 217007, 186924, 305924, 168431, 98861, 276943, 195126, 119569]
[144157, 292253, 205116, 259305, 109738, 92183, 131448, 232530, 146278, 183230]
[206336, 216906, 69580, 298667, 238614, 13204, 83627, 269966, 154909, 274837]
[205108, 55776, 59978, 245986, 100311, 15395, 231551, 19527, 191713, 181597]
[111794, 107464, 72493, 264346, 120440, 307850, 34681, 309758, 176657, 111792]
[181460, 122786, 287020, 279502, 248239, 309162, 93047, 72281, 105739, 289759]
[221541, 172289, 153680, 206315, 233476, 187871, 201003, 269136, 29297, 103967]
[273462, 287386, 56962, 35165, 187773, 210126, 216168, 293238, 80222, 276328]
[293928, 173436, 232577, 33464, 277593, 125368, 258254, 282980, 188392, 278968]
[24876, 229998, 124325, 250575, 152163, 198680, 250505, 72743, 229281, 58553]
[240073, 884, 295851, 264575, 21981, 278195, 17292, 186974, 15979, 227278]
[62929, 140159, 270269, 216977, 177259, 307487, 7353, 192599, 208800, 298943]
[175729, 178863, 158067, 93139, 255722, 235990, 81618, 69678, 154129, 123862]
[910, 110415, 101563, 244917, 168250, 277706, 254750, 189496, 14360, 254747]
[916, 207695, 18572, 161158, 21856, 290726, 30775, 30781, 31241, 78588]
[980, 114386, 29481, 241689, 229522, 180886, 237659, 141111, 162287, 207469]
[2055, 212994, 142910, 32846, 22930, 2245, 217190, 120036, 22937, 135532]
[1001, 198383, 113792, 186565, 198251, 38130, 38146, 136763, 128164, 282974]
[896, 232249, 1015, 241058, 82928, 31428, 29736, 64381, 100075, 1078]
[252113, 17510, 214202, 252209, 128151, 7650, 299427, 40241, 40245, 130031]
[159651, 22552, 124595, 11914, 140896, 181487, 213884, 236973, 116048, 273856]
[122330, 68263, 303004, 104250, 26342, 49304, 260961, 136286, 43164, 37113]
[983, 195930, 153808, 231234, 147011, 74577, 219454, 261173, 106289, 201150]
[261542, 143302, 988, 923, 308792, 171903, 99651, 142277, 253712, 171543]
[1006, 164334, 117136, 290098, 299137, 40866, 64324, 210889, 83966, 271935]
[1017, 271965, 208699, 48980, 209422, 310019, 228083, 167190, 289474, 197079]
[210279, 208213, 167618, 228085, 224147, 15034, 10586, 190657, 173801, 208212]
[294883, 152290, 85587, 185530, 193797, 168721, 73775, 169195, 196039, 16021]
[105739, 12441, 286360, 308739, 32683, 255141, 239793, 267454, 91577, 175640]
[250769, 146890, 219441, 288267, 184879, 180912, 42800, 230502, 115465, 18589]
[40342, 168330, 223368, 215218, 207674, 208571, 28199, 185262, 208589, 80702]
